"","total","crisis","normal"
"ar",0.292326332960846,0.668061016418759,0.131386456069488
"pred_lstm_custom",1.06902074189088,0.946045339796453,1.09070361057251
"pred_mean",1.06902074189088,0.946045339796453,1.09070361057251
