"NA.","V2"
"pre-selection",3
"nb variables",60
"ar",1.15313057042799
"pred_ols",0.646142190531448
"pred_ms",0.797033509150848
"pred_qr",0.741364646984532
"pred_rf",0.820076949065358
"pred_xgbt",0.785559448094097
"pred_mrf",0.58364706518734
"pred_xgbl",0.65910665981832
"pred_mean",0.632001900745842
