"","total","crisis","normal"
"ar",0.322824582344094,NA,0.322824582344094
"pred_ols",1.18232725143612,NA,1.18232725143612
"pred_ms",1.32348983685936,NA,1.32348983685936
"pred_qr",1.49272634379512,NA,1.49272634379512
"pred_rf",0.464550340137472,NA,0.464550340137472
"pred_xgbt",0.735505858584637,NA,0.735505858584637
"pred_mrf",0.353523715455706,NA,0.353523715455706
"pred_xgbl",0.412381429588034,NA,0.412381429588034
"pred_mean",0.743159627970251,NA,0.743159627970251
