"","total","crisis","normal"
"ar",0.165281298313106,0.182469758251058,0.161828112834477
"pred_lstm_custom",1.18901109712225,1.59303067797272,1.09605568414195
"pred_mean",1.18901109712225,1.59303067797272,1.09605568414195
