"","total","crisis","normal"
"ar",0.965130112043204,1.60284953927585,0.788669050356149
"pred_lstm_custom",0.940383186130272,1.56843720170861,0.765868941489461
"pred_mean",0.940383186130272,1.56843720170861,0.765868941489461
