"","total","crisis","normal"
"ar",1.23194173515526,2.62861537454176,0.706209217994793
"pred_dfm_alldata",1.2156715007234,2.44786822530811,0.790430085683839
"pred_dfm_after_pre",1.10173874342201,2.34731473524645,0.63401477839281
"pred_dfm_doublepca",1.10173874342201,2.34731473524645,0.63401477839281
"pred_mean",0.974026547341317,1.89943473216489,0.667993998462297
