"","total","crisis","normal"
"ar",1.29041621301023,2.95058783191803,0.578472255713506
"pred_dfm",1.14292200297301,2.52290051772266,0.591849017117855
"pred_ols",0.945528102322095,1.73622084189261,0.702360613294647
"pred_mean",0.974461422318946,2.05260664329983,0.576912620677527
