"","total","crisis","normal"
"ar",1.27026226389511,2.89591363966137,0.577647412275736
"pred_lstm_custom",1.26334491810639,2.79544181035619,0.648767576253906
"pred_mean",1.26334491810639,2.79544181035619,0.648767576253906
