"","total","crisis","normal"
"ar",0.850048421077864,1.06785900516419,0.80227129116096
"pred_lstm_custom",1.12582779626904,1.56806919301951,1.02095577574842
"pred_mean",1.12582779626904,1.56806919301951,1.02095577574842
