"","date","true_value","ar","pred_lstm_custom","pred_mean","year"
"1",2012-01-15,0.27201655415542,1.31295197930247,0.138612076640129,0.138612076640129,2012
"2",2012-02-15,-0.153356115464703,0.295933218482424,0.00495466310530902,0.00495466310530902,2012
"3",2012-03-15,0.0456377135416108,0.251508240168732,-0.0256107673048973,-0.0256107673048973,2012
"4",2012-04-15,-0.615646009405674,0.250913152686797,0.0366252288222313,0.0366252288222313,2012
"5",2012-05-15,0.247428113657432,-0.0277958254920503,-0.0148225715383887,-0.0148225715383887,2012
"6",2012-06-15,-0.266494039406248,0.0997753107047166,0.0409515649080276,0.0409515649080276,2012
"7",2012-07-15,0.329168275731758,-0.334370098651107,0.044836949557066,0.044836949557066,2012
"8",2012-08-15,-0.118535251334471,0.226444637813671,-0.0247847735881805,-0.0247847735881805,2012
"9",2012-09-15,-0.241970944928207,-0.108628695887211,0.112785927951336,0.112785927951336,2012
"10",2012-10-15,-0.679067406650446,0.280877422788328,0.0811968967318535,0.0811968967318535,2012
"11",2012-11-15,-0.511032075172473,-0.00901639050609405,0.0312578864395618,0.0312578864395618,2012
"12",2012-12-15,-0.0976041236881428,-0.0894899833802923,0.0339413806796074,0.0339413806796074,2012
"13",2013-01-15,0.631507003729052,-0.376046492996477,-0.069391593337059,-0.069391593337059,2013
"14",2013-02-15,0.0721757848627615,-0.272511996356627,0.0549757070839405,0.0549757070839405,2013
"15",2013-03-15,1.62129749794308,-0.00649912014140683,0.0741946846246719,0.0741946846246719,2013
"16",2013-04-15,1.0230961853108,0.465957785944382,0.157139480113983,0.157139480113983,2013
"17",2013-05-15,3.26003684209133,0.112850867999235,0.172491878271103,0.172491878271103,2013
"18",2013-06-15,2.04173021258969,1.09890733813671,0.0363409966230392,0.0363409966230392,2013
"19",2013-07-15,1.44694168633171,0.727505352477846,-0.0323650129139423,-0.0323650129139423,2013
"20",2013-08-15,1.17944466128014,2.14903470659887,-0.14674985408783,-0.14674985408783,2013
"21",2013-09-15,0.393101887875232,1.40984004853839,-0.0687581673264503,-0.0687581673264503,2013
"22",2013-10-15,0.112327165128729,1.03990938068735,-0.115376390516758,-0.115376390516758,2013
"23",2013-11-15,0.068035757594377,0.83873756783431,-0.0950469747185707,-0.0950469747185707,2013
"24",2013-12-15,0.446929878423707,0.343769425439881,-0.0599613413214683,-0.0599613413214683,2013
"25",2014-01-15,1.12989348376864,0.169369589002758,-0.210276648402214,-0.210276648402214,2014
"26",2014-02-15,0.824828872676059,0.139316418565497,0.0231632124632597,0.0231632124632597,2014
"27",2014-03-15,0.295788509821327,0.364799889599123,0.03658102825284,0.03658102825284,2014
"28",2014-04-15,-0.355395705053104,0.774920963289501,-0.0146885272115469,-0.0146885272115469,2014
"29",2014-05-15,0.0743327992558106,0.597787895289445,-0.0413966402411461,-0.0413966402411461,2014
"30",2014-06-15,-0.125960798900045,0.284510768348636,0.156449005007744,0.156449005007744,2014
"31",2014-07-15,-0.150430003596405,-0.102684907049395,-0.0962391570210457,-0.0962391570210457,2014
"32",2014-08-15,-0.380288970896853,0.145629666583679,0.0161635521799326,0.0161635521799326,2014
"33",2014-09-15,0.290237021443582,0.0267636303565501,-0.132958829402924,-0.132958829402924,2014
"34",2014-10-15,0.357266326198012,0.0121888123627372,-0.305765122175217,-0.305765122175217,2014
"35",2014-11-15,2.10453564474981,-0.125102628368405,-0.0654345750808716,-0.0654345750808716,2014
"36",2014-12-15,0.469534351595458,0.267143362861857,-0.110541045665741,-0.110541045665741,2014
"37",2015-01-15,0.382214188284551,0.308042323347785,-0.115948647260666,-0.115948647260666,2015
"38",2015-02-15,-0.0087069554554541,1.31655439266207,-0.0251157376915217,-0.0251157376915217,2015
"39",2015-03-15,1.36772732445057,0.384853268249343,0.0010961201041937,0.0010961201041937,2015
"40",2015-04-15,1.23825676157215,0.335385143587405,-0.0406194888055324,-0.0406194888055324,2015
"41",2015-05-15,1.34880434701017,0.109703648721832,-0.0229797959327698,-0.0229797959327698,2015
"42",2015-06-15,0.69409903694464,0.878266367358413,0.0172737427055836,0.0172737427055836,2015
"43",2015-07-15,0.483136760946397,0.812191329614512,-0.121355704963207,-0.121355704963207,2015
"44",2015-08-15,1.60713709858553,0.877743227871201,0.0223348140716553,0.0223348140716553,2015
"45",2015-09-15,0.946108704382422,0.514056877746191,-0.103629499673843,-0.103629499673843,2015
"46",2015-10-15,0.576664880518607,0.395470963007269,-0.440035372972488,-0.440035372972488,2015
"47",2015-11-15,1.11401753396986,1.0239528367853,-0.326813966035843,-0.326813966035843,2015
"48",2015-12-15,1.67419184463623,0.660435616438796,-0.161670237779617,-0.161670237779617,2015
"49",2016-01-15,0.823284284836858,0.456082946119368,-0.140775322914124,-0.140775322914124,2016
"50",2016-02-15,0.528719066547441,0.755971645630649,-0.0621460676193238,-0.0621460676193238,2016
"51",2016-03-15,0.0148780686251639,1.07943734144733,0.0486176013946533,0.0486176013946533,2016
"52",2016-04-15,-0.00845791162047698,0.604062043361892,-0.00790597312152383,-0.00790597312152383,2016
"53",2016-05-15,-0.265030837757376,0.436966641829424,0.0688869208097458,0.0688869208097458,2016
"54",2016-06-15,-0.210124461450032,0.146202370182569,-0.121810480952263,-0.121810480952263,2016
"55",2016-07-15,-0.213327969882038,0.130884837365567,0.543624341487884,0.543624341487884,2016
"56",2016-08-15,-0.397770749056884,-0.0129489678325198,0.266266316175461,0.266266316175461,2016
"57",2016-09-15,-0.613252843134947,0.0149551587300191,-0.0775163918733596,-0.0775163918733596,2016
