"","total","crisis","normal"
"ar",1.31798643456432,2.62861537454176,0.729272518220629
"pred_ols",1.19819258125553,1.99167640217774,0.919724084109211
"pred_lstm_custom",1.31378910924912,2.51681076629879,0.807628899173032
"pred_mean",1.20958911460256,2.16228058735152,0.84533823758708
