"NA.","V2"
"pre-selection",1
"nb variables",60
"ar",1.41550496297011
"pred_ols",0.975614546702454
"pred_ms",1.13552712113801
"pred_qr",0.979161694502122
"pred_rf",1.13600071607325
"pred_xgbt",1.17964239309464
"pred_mrf",0.878230173531946
"pred_xgbl",0.924132938836166
"pred_mean",0.875873757014113
