"EU TB","EU Imports","EU Exports","China TB","China Imports","China Exports","China Export Prices","China Import Prices","DE Exports in T","DE Imports in T","DE TB","DE Export Prices","DE Import Prices","US TB","US Exports","US Imports","US Export Prices","US Import Prices","FR TB","FR Imports","FR Exports","FR Export Prices","FR Import Prices","GP Imports","GB Exports","GB Import Prices","GB Export Prices","GB Trade Balance","IT Exports","IT Imports","IT Trade Balance","IT Import Prices","IT Export Prices","JP TB","JP Imports","JP Exports","JP Export Prices","JP Import Prices","NL Exports","NL Imports","NL TB","NL Export Prices","NL Import Prices","Canada Exports","Canada Imports","Canada TB","Canada Import Prices","Canada Export Prices","Korea Exports","Korea Imports","Korea Export Prices","Korea Import Prices","Korea TB","HK Exports","HK Imports","HK TB","MX Exports","MX Imports","MX TB"
2e+08,7.4695e+10,7.4939e+10,2.833e+09,1.7422e+10,2.0255e+10,100.6,104.4,3.976e+10,3.416e+10,5.7e+09,81.14,80.68,-2.512e+10,6.267e+10,9.4427e+10,99,97.4,-3.22e+08,2.5691e+10,2.5369e+10,89.3,90.2,1.7341e+10,1.4527e+10,80.1,79.5,-5.13e+08,1.9301e+10,1.8957e+10,-10326000,NA,NA,1.034e+12,3.013e+12,4.047e+12,115.8,78.5,NA,NA,NA,87.7,92.2,3.291e+10,2.9317e+10,3.593e+09,NA,NA,1.4955e+10,1.2579e+10,137.01,75.13,2.377e+09,1.23724e+11,1.33643e+11,-9.919e+09,1.2448e+10,1.2848e+10,-1.016e+09
-7.8e+09,7.3303e+10,6.5457e+10,1.522e+09,1.5258e+10,1.678e+10,99.8,112.8,4.163e+10,3.727e+10,3.9e+09,81.42,81.24,-2.651e+10,6.2497e+10,9.5232e+10,99.2,97.8,-6.24e+08,2.4344e+10,2.3721e+10,93,92.3,1.7687e+10,1.4574e+10,78.8,78.7,-9.38e+08,2.0192e+10,1.8949e+10,-677353000,NA,NA,1.023e+12,3.12e+12,4.143e+12,116.6,81.5,NA,NA,NA,79.4,85.9,3.3873e+10,2.9105e+10,4.768e+09,NA,NA,1.2162e+10,1.2595e+10,141.31,75.71,-432198000,1.21931e+11,1.25162e+11,-3.231e+09,1.3047e+10,1.3631e+10,-605904000
-2.5e+09,7.6805e+10,7.4302e+10,1.351e+09,1.3428e+10,1.4779e+10,99.7,111.4,4.219e+10,3.543e+10,6.5e+09,81.61,82.25,-2.864e+10,6.2373e+10,9.7433e+10,99.6,99.7,-1.48e+08,2.6078e+10,2.593e+10,93.5,92.4,1.7728e+10,1.483e+10,80,80,-8.05e+08,2.0392e+10,2.008e+10,225524000,NA,NA,9.52857e+11,3.135e+12,4.087e+12,119.9,84,NA,NA,NA,79.3,84.9,3.3302e+10,2.907e+10,4.233e+09,NA,NA,1.2676e+10,1.2024e+10,137.81,76.03,652390000,9.5171e+10,1.02059e+11,-6.889e+09,1.3453e+10,1.3704e+10,-249512000
-6e+08,8.7244e+10,8.6628e+10,2.33e+09,1.7805e+10,2.0135e+10,101.8,109.6,4.374e+10,3.827e+10,4.7e+09,81.8,82.89,-3.012e+10,6.3544e+10,1.00429e+11,100,99.9,1.37e+08,2.9563e+10,2.9701e+10,93.5,93.3,1.8113e+10,1.5556e+10,80.4,80.2,-4.32e+08,2.0883e+10,2.0355e+10,888009000,NA,NA,8.43384e+11,3.227e+12,4.071e+12,117.5,82.6,NA,NA,NA,81.8,87.4,3.4674e+10,2.969e+10,4.984e+09,NA,NA,1.443e+10,1.4212e+10,135.3,75.99,217692000,1.22764e+11,1.36357e+11,-1.3593e+10,1.293e+10,1.3368e+10,-345813000
-2.4e+09,7.4534e+10,7.2181e+10,2.157e+09,1.8354e+10,2.0511e+10,99.7,112.1,4.315e+10,3.687e+10,5.8e+09,82.17,82.8,-2.874e+10,6.4283e+10,1.00097e+11,100,98.5,1.59e+08,2.4917e+10,2.5076e+10,94,93.7,1.8157e+10,1.4973e+10,79.1,78.6,-9.4e+08,2.0837e+10,2.0223e+10,58614000,NA,NA,9.16501e+11,3.3e+12,4.216e+12,116,81.7,NA,NA,NA,82.9,87,3.3827e+10,2.9551e+10,4.276e+09,NA,NA,1.3522e+10,1.3345e+10,133.88,73.99,177508000,1.23118e+11,1.33642e+11,-1.0523e+10,1.3148e+10,1.3857e+10,-390456000
-3.6e+09,9.0646e+10,8.7006e+10,3.147e+09,1.6965e+10,2.0112e+10,100.5,107,4.502e+10,4.036e+10,4e+09,82.55,84.19,-2.991e+10,6.4002e+10,1.00626e+11,100.2,98.8,-1.34e+08,2.9351e+10,2.9217e+10,95.1,95.3,1.8219e+10,1.5193e+10,81.1,80.4,-6.42e+08,2.1175e+10,2.1604e+10,-528578000,NA,NA,9.47596e+11,3.202e+12,4.15e+12,117.5,82.1,NA,NA,NA,83.7,86.3,3.5725e+10,3.0535e+10,5.19e+09,NA,NA,1.4637e+10,1.3283e+10,134.99,75.57,1.353e+09,1.32837e+11,1.40698e+11,-7.861e+09,1.3556e+10,1.4361e+10,-538136000
-1.8e+09,8.4967e+10,8.3119e+10,1.905e+09,2.03e+10,2.2205e+10,102,111.8,4.462e+10,3.841e+10,6.3e+09,82.55,84.19,-3.091e+10,6.6332e+10,1.04099e+11,100.1,100.2,1.65e+08,2.8145e+10,2.831e+10,95.3,95.9,1.892e+10,1.6006e+10,82.2,82,-4.26e+08,2.0858e+10,2.1032e+10,60872000,NA,NA,1.014e+12,3.367e+12,4.381e+12,116.7,81.4,NA,NA,NA,85.1,87.6,3.668e+10,3.0143e+10,6.537e+09,NA,NA,1.5251e+10,1.3178e+10,136.87,76.78,2.073e+09,1.26172e+11,1.32484e+11,-6.313e+09,1.3806e+10,1.4429e+10,-522278000
1.7e+09,8.1482e+10,8.3145e+10,1.989e+09,1.9489e+10,2.1478e+10,100.8,109.5,4.658e+10,4.009e+10,5.4e+09,82.73,84.55,-3.187e+10,6.6006e+10,1.04154e+11,100,100.2,4.9e+07,2.6236e+10,2.6285e+10,95.8,96.4,1.9438e+10,1.4891e+10,81.3,81.2,-2.041e+09,2.1773e+10,2.1556e+10,2.92e+09,NA,NA,9.60363e+11,3.364e+12,4.324e+12,117.3,83,NA,NA,NA,84.3,86.6,3.583e+10,3.035e+10,5.48e+09,NA,NA,1.4456e+10,1.3672e+10,138.47,75.94,783780000,1.34423e+11,1.42542e+11,-8.119e+09,1.3974e+10,1.4912e+10,-581646000
-3.7e+09,8.0842e+10,7.7163e+10,2.539e+09,2.0785e+10,2.3324e+10,99.2,112.3,4.508e+10,4.189e+10,3.1e+09,83.01,85.38,-3.058e+10,6.7938e+10,1.04627e+11,99.8,100.4,-2.09e+09,2.4203e+10,2.2113e+10,95.3,96.5,1.9323e+10,1.6037e+10,81.5,81,-8.94e+08,2.2338e+10,2.3064e+10,748037000,NA,NA,9.24385e+11,3.563e+12,4.487e+12,116.8,83.3,NA,NA,NA,87.5,89.4,3.6165e+10,3.0533e+10,5.632e+09,NA,NA,1.4787e+10,1.3441e+10,139.76,76,1.346e+09,1.46966e+11,1.5044e+11,-3.473e+09,1.4371e+10,1.5105e+10,-840984000
-3.8e+09,9.0479e+10,8.6728e+10,2.265e+09,2.0712e+10,2.2977e+10,100.4,110.4,4.583e+10,4.119e+10,4.7e+09,83.39,86.95,-3.389e+10,6.787e+10,1.07616e+11,100.4,101.6,-4.65e+08,2.9049e+10,2.8583e+10,96.6,97.9,1.9082e+10,1.5686e+10,83.6,82.2,-1.248e+09,2.317e+10,2.3116e+10,-1.157e+09,NA,NA,8.8382e+11,3.526e+12,4.409e+12,115,82.2,NA,NA,NA,88.6,90.1,3.6433e+10,3.051e+10,5.923e+09,NA,NA,1.5133e+10,1.3292e+10,139.13,77.85,1.842e+09,1.51221e+11,1.56448e+11,-5.227e+09,1.4057e+10,1.5059e+10,-671554000
-2.4e+09,9.7258e+10,9.4842e+10,3.828e+09,1.8943e+10,2.2771e+10,101.1,106.5,5.03e+10,4.31e+10,6.9e+09,83.76,87.41,-3.402e+10,6.7112e+10,1.07282e+11,100.3,101.2,-6.7e+08,3.1887e+10,3.1216e+10,97.7,99.2,1.939e+10,1.6048e+10,81.9,81.1,-1.42e+09,2.2731e+10,2.2974e+10,303661000,NA,NA,7.30987e+11,3.686e+12,4.417e+12,115.5,83.9,NA,NA,NA,90.8,94.7,3.701e+10,3.0641e+10,6.37e+09,NA,NA,1.5248e+10,1.4104e+10,135.79,78.3,1.144e+09,1.54969e+11,1.58846e+11,-3.877e+09,1.4693e+10,1.5247e+10,-709745000
-3.7e+09,9.8841e+10,9.5158e+10,5.06e+08,2.164e+10,2.2146e+10,100.7,109,4.834e+10,4.34e+10,4.8e+09,83.67,87.69,-3.224e+10,6.6899e+10,1.05274e+11,100.3,101.2,-9.81e+08,3.1901e+10,3.092e+10,97.6,99.9,2.0473e+10,1.6668e+10,82.8,82.1,-1.9e+09,2.2467e+10,2.2991e+10,-533439000,NA,NA,6.8105e+11,3.667e+12,4.348e+12,115.2,84.1,NA,NA,NA,90.7,97.1,3.7115e+10,3.1174e+10,5.941e+09,NA,NA,1.4989e+10,1.416e+10,132.87,79.32,828650000,1.35599e+11,1.39501e+11,-3.902e+09,1.4489e+10,1.5206e+10,-1.441e+09
-3.4e+09,8.9189e+10,8.5795e+10,5.7e+08,2.1414e+10,2.1984e+10,103.3,109.3,4.805e+10,4.501e+10,3.1e+09,83.39,86.12,-3.226e+10,6.6081e+10,1.04853e+11,100.1,100.5,-7.82e+08,2.8819e+10,2.8037e+10,97.8,99.6,2.0109e+10,1.6362e+10,81.5,80.6,-1.546e+09,2.3674e+10,2.3458e+10,-401933000,NA,NA,6.33841e+11,3.864e+12,4.498e+12,118.1,85.7,NA,NA,NA,92,93.3,3.8184e+10,3.1108e+10,7.075e+09,NA,NA,1.4977e+10,1.3176e+10,136.76,79.13,1.801e+09,1.29388e+11,1.41903e+11,-1.2515e+10,1.4546e+10,1.5427e+10,-1.44e+09
-7.5e+09,8.9439e+10,8.1973e+10,1.26e+09,1.5541e+10,1.6801e+10,101.3,100.8,4.868e+10,4.221e+10,6.2e+09,83.29,85.48,-3.52e+10,6.5979e+10,1.06733e+11,100.3,100.5,-2.146e+09,2.9301e+10,2.7156e+10,97.2,98,2.0487e+10,1.7107e+10,82.1,80.5,-7.5e+08,2.3203e+10,2.2038e+10,-946939000,NA,NA,5.33131e+11,3.625e+12,4.158e+12,121.2,86.1,NA,NA,NA,84.2,87,3.9027e+10,3.0473e+10,8.554e+09,NA,NA,1.2645e+10,1.2431e+10,141.49,82.03,213906000,1.21407e+11,1.20139e+11,1.268e+09,1.3861e+10,1.4664e+10,-946470000
0,8.3476e+10,8.3492e+10,7.43e+08,1.8239e+10,1.8982e+10,100,104,4.991e+10,4.211e+10,7e+09,83.48,85.85,-2.93e+10,6.6272e+10,1.01577e+11,100.2,99.9,1.06e+08,2.8272e+10,2.8377e+10,97.7,98.2,2.0538e+10,1.6935e+10,83,81.5,-6.78e+08,2.2773e+10,2.1974e+10,216518000,NA,NA,6.31682e+11,3.709e+12,4.341e+12,120.3,84.4,NA,NA,NA,83.5,85.6,3.6035e+10,2.9319e+10,6.716e+09,NA,NA,1.3354e+10,1.2732e+10,137.28,81.35,621816000,1.04785e+11,1.22355e+11,-1.757e+10,1.3602e+10,1.4377e+10,-563964000
1.9e+09,9.2782e+10,9.4715e+10,2.275e+09,2.075e+10,2.3025e+10,95.8,103.6,4.757e+10,3.95e+10,8e+09,83.57,85.66,-3.281e+10,6.4526e+10,1.03065e+11,100,98.3,2.36e+08,3.1579e+10,3.1814e+10,98.3,98,2.057e+10,1.6437e+10,82.2,80.6,-1.226e+09,2.2703e+10,2.247e+10,742370000,NA,NA,5.73727e+11,3.765e+12,4.339e+12,123.3,87.4,NA,NA,NA,84.8,86.9,3.6891e+10,2.9889e+10,7.002e+09,NA,NA,1.4125e+10,1.2952e+10,138.53,81.86,1.173e+09,1.21312e+11,1.34283e+11,-1.2972e+10,1.4015e+10,1.477e+10,-621875000
-1.2e+09,8.4802e+10,8.3614e+10,9.29e+08,2.1868e+10,2.2797e+10,101.7,101.4,4.956e+10,4.245e+10,6.6e+09,83.76,86.12,-3.052e+10,6.3262e+10,9.9367e+10,99.9,97.8,-7.11e+08,2.7572e+10,2.686e+10,97.6,98.2,2.0104e+10,1.5892e+10,82.1,80.7,-1.544e+09,2.3186e+10,2.2235e+10,160350000,NA,NA,6.71144e+11,3.632e+12,4.303e+12,123.3,88,NA,NA,NA,85.5,87.6,3.6675e+10,3.0065e+10,6.61e+09,NA,NA,1.2121e+10,1.1212e+10,140.74,83.79,908918000,1.20141e+11,1.33164e+11,-1.3023e+10,1.3728e+10,1.4747e+10,-839742000
5e+08,8.9536e+10,9.0062e+10,2.013e+09,1.8808e+10,2.0821e+10,98,103.3,4.719e+10,3.981e+10,7.9e+09,83.95,86.86,-2.71e+10,6.3882e+10,9.6512e+10,99.6,98,-1.04e+09,2.928e+10,2.824e+10,97.8,99.4,2.019e+10,1.5969e+10,82.6,81,-1.831e+09,2.2784e+10,2.2587e+10,188402000,NA,NA,3.35854e+11,3.699e+12,4.035e+12,121.6,86.7,NA,NA,NA,85.5,86.4,3.6247e+10,2.9805e+10,6.442e+09,NA,NA,1.3307e+10,1.1555e+10,136.01,82.67,1.752e+09,1.28177e+11,1.3618e+11,-8.002e+09,1.3174e+10,1.4038e+10,-608493000
3.8e+09,8.7732e+10,9.1545e+10,8.02e+08,2.1276e+10,2.2078e+10,98.2,100.1,4.802e+10,4.123e+10,7.4e+09,83.95,86.86,-2.915e+10,6.1363e+10,9.6192e+10,99.4,97.6,4.04e+08,2.9498e+10,2.9902e+10,99,99.9,2.0773e+10,1.6254e+10,82.7,81.2,-2.305e+09,2.3053e+10,2.2565e+10,594220000,NA,NA,5.20951e+11,3.492e+12,4.013e+12,120.6,86.3,NA,NA,NA,86.3,87.9,3.5083e+10,2.9743e+10,5.34e+09,NA,NA,1.2932e+10,1.1719e+10,132.49,81.87,1.213e+09,1.15623e+11,1.23789e+11,-8.166e+09,1.3352e+10,1.3967e+10,-325990000
7.3e+09,8.4798e+10,9.214e+10,1.866e+09,2.0944e+10,2.281e+10,98,98,4.946e+10,4.06e+10,8.4e+09,83.85,85.66,-2.99e+10,5.9411e+10,9.4588e+10,99,96.1,1.99e+08,2.8093e+10,2.8292e+10,98.7,98.7,1.9764e+10,1.5681e+10,81.5,80.1,-1.939e+09,2.2608e+10,2.251e+10,2.811e+09,NA,NA,5.95085e+11,3.514e+12,4.109e+12,121.8,87.3,NA,NA,NA,84.8,86.8,3.4183e+10,2.8885e+10,5.298e+09,NA,NA,1.1392e+10,1.1108e+10,129.78,80,284693000,1.33373e+11,1.41188e+11,-7.815e+09,1.2872e+10,1.3555e+10,-555421000
4.1e+09,7.7307e+10,8.1407e+10,1.358e+09,2.2174e+10,2.3532e+10,97,100.3,4.824e+10,3.923e+10,9.5e+09,83.48,84.92,-2.809e+10,6.0011e+10,9.3402e+10,98.8,96,-6.19e+08,2.3883e+10,2.3265e+10,98.6,97.2,2.0219e+10,1.5597e+10,80.7,80.6,-2.48e+09,2.2293e+10,2.2089e+10,1.253e+09,NA,NA,4.84137e+11,3.487e+12,3.971e+12,119.8,84.6,NA,NA,NA,85.9,87.6,3.4026e+10,2.9351e+10,4.675e+09,NA,NA,1.1766e+10,1.1338e+10,127.34,79.21,428366000,1.3357e+11,1.36388e+11,-2.819e+09,1.3018e+10,1.3677e+10,-660948000
3.4e+09,7.9459e+10,8.2835e+10,2.139e+09,2.1842e+10,2.3981e+10,97.7,97.8,4.773e+10,3.982e+10,7.9e+09,83.39,84.55,-3.022e+10,5.6531e+10,9.187e+10,99,95.9,2.88e+08,2.6605e+10,2.6893e+10,97.6,97,1.8825e+10,1.5038e+10,79.5,79.5,-1.615e+09,2.2388e+10,2.1675e+10,-443858000,NA,NA,7.27488e+11,3.294e+12,4.021e+12,117.3,82.4,NA,NA,NA,86.1,86.2,3.3176e+10,2.8211e+10,4.964e+09,NA,NA,1.2447e+10,1.171e+10,128.02,78.71,737665000,1.3462e+11,1.42383e+11,-7.762e+09,1.2981e+10,1.3784e+10,-453108000
8.7e+09,8.8655e+10,9.7316e+10,3.884e+09,1.8896e+10,2.278e+10,97.4,98.9,4.869e+10,3.887e+10,9.3e+09,83.2,83.36,-3.059e+10,5.7087e+10,9.217e+10,98.3,93.7,1.608e+09,2.9355e+10,3.0963e+10,97.2,96,1.9764e+10,1.5946e+10,78.6,79.2,-1.611e+09,2.2477e+10,2.0947e+10,2.327e+09,NA,NA,5.0881e+11,3.379e+12,3.888e+12,117.5,82.8,NA,NA,NA,86.9,89.6,3.2333e+10,2.8483e+10,3.851e+09,NA,NA,1.2086e+10,1.1507e+10,125.93,76.45,579144000,1.33351e+11,1.35242e+11,-1.892e+09,1.2821e+10,1.3696e+10,-1.076e+09
5.1e+09,8.5919e+10,9.1043e+10,3.162e+09,2.0834e+10,2.3996e+10,97.9,97.4,4.695e+10,3.846e+10,7.6e+09,83.2,83.17,-3e+10,5.6825e+10,9.0822e+10,97.8,92.3,6.28e+08,2.8531e+10,2.9159e+10,98.4,95.5,1.9206e+10,1.5299e+10,79,78.7,-1.681e+09,2.2464e+10,2.0978e+10,1.389e+09,NA,NA,4.86406e+11,3.332e+12,3.818e+12,117.5,81,NA,NA,NA,86.8,90.4,3.3843e+10,2.8139e+10,5.704e+09,NA,NA,1.2349e+10,1.1533e+10,121.8,72.81,816196000,1.20219e+11,1.23448e+11,-3.229e+09,1.2552e+10,1.3462e+10,-1.677e+09
6.7e+09,7.5129e+10,8.184e+10,2.115e+09,2.2381e+10,2.4496e+10,99,96.9,5.009e+10,3.766e+10,1.08e+10,83.2,82.99,-2.749e+10,5.6182e+10,8.7403e+10,97.6,91.4,-4.86e+08,2.4784e+10,2.4298e+10,97.6,96.1,1.8874e+10,1.4527e+10,78.1,78.4,-2.137e+09,2.2814e+10,2.1286e+10,941894000,NA,NA,5.05012e+11,3.351e+12,3.856e+12,120.6,82.8,NA,NA,NA,88.4,89.3,3.2482e+10,2.7565e+10,4.918e+09,NA,NA,1.1914e+10,1.1302e+10,120.95,72.41,612514000,1.15962e+11,1.22703e+11,-6.742e+09,1.2903e+10,1.3608e+10,-1.287e+09
-5e+08,8.1462e+10,8.0939e+10,2.717e+09,1.8976e+10,2.1693e+10,96.7,98.6,4.656e+10,3.573e+10,1.07e+10,83.2,83.26,-2.968e+10,5.6438e+10,9.0244e+10,97.5,91.6,-1.074e+09,2.7402e+10,2.6328e+10,97.8,95.9,1.951e+10,1.5928e+10,78.7,78.9,-1.426e+09,2.2175e+10,2.1374e+10,-1.022e+09,NA,NA,7.84447e+11,3.324e+12,4.109e+12,123.8,84.6,NA,NA,NA,80.6,82.6,3.3705e+10,2.7992e+10,5.713e+09,NA,NA,1.1382e+10,1.1326e+10,124.39,73.37,55450000,1.06563e+11,1.09777e+11,-3.214e+09,1.2754e+10,1.3152e+10,-579657000
5.2e+09,7.8787e+10,8.3968e+10,3.223e+09,1.5913e+10,1.9136e+10,96,99.2,4.828e+10,3.699e+10,1.06e+10,83.2,83.63,-3.25e+10,5.6133e+10,9.2352e+10,97.3,91.6,-4.1e+08,2.7426e+10,2.7016e+10,98,95,1.9923e+10,1.5559e+10,79,79,-2.294e+09,2.2295e+10,2.1347e+10,386789000,NA,NA,6.09448e+11,3.625e+12,4.235e+12,124.1,84.7,NA,NA,NA,79.4,81,3.4272e+10,2.915e+10,5.122e+09,NA,NA,1.1023e+10,1.0471e+10,126.42,73.94,551875000,9.5281e+10,9.8077e+10,-2.796e+09,1.2932e+10,1.3783e+10,-568180000
8.5e+09,8.3675e+10,9.2212e+10,1.401e+09,2.2432e+10,2.3833e+10,100.3,102.8,4.854e+10,3.74e+10,1.12e+10,83.39,84.28,-3.116e+10,5.6224e+10,9.2325e+10,97.6,92.8,4.1e+07,2.9132e+10,2.9174e+10,98.1,94.5,2.008e+10,1.5771e+10,80.3,80.1,-2.341e+09,2.2688e+10,2.1456e+10,1.389e+09,NA,NA,9.37707e+11,3.419e+12,4.356e+12,123.3,84.2,NA,NA,NA,80.9,83.5,3.2963e+10,2.8503e+10,4.46e+09,NA,NA,1.3251e+10,1.199e+10,130.19,76.99,1.261e+09,1.24033e+11,1.34553e+11,-1.052e+10,1.3344e+10,1.4285e+10,-296493000
2.4e+09,8.7584e+10,8.9997e+10,9.84e+08,2.5744e+10,2.6728e+10,95.6,97.1,4.909e+10,3.882e+10,9.8e+09,83.48,84.46,-3.396e+10,5.8365e+10,9.7013e+10,98,94.3,9.56e+08,2.8672e+10,2.9628e+10,98.2,94.8,2.0913e+10,1.6283e+10,79.5,80,-2.723e+09,2.1702e+10,2.1487e+10,-605511000,NA,NA,9.27045e+11,3.449e+12,4.376e+12,123,86.1,NA,NA,NA,82.8,84.2,3.4856e+10,2.9267e+10,5.589e+09,NA,NA,1.3185e+10,1.256e+10,130.29,78.29,624838000,1.23118e+11,1.30399e+11,-7.281e+09,1.3883e+10,1.4044e+10,-569027000
6.6e+09,8.4165e+10,9.0769e+10,2.203e+09,2.2437e+10,2.464e+10,100.2,101.1,4.8e+10,3.602e+10,1.09e+10,83.39,84,-3.403e+10,5.8224e+10,9.7437e+10,98,94.4,3.4e+07,2.7367e+10,2.7401e+10,98.6,94.4,2.1236e+10,1.7431e+10,79.4,79.1,-1.844e+09,2.2714e+10,2.1666e+10,1.334e+09,NA,NA,7.74155e+11,3.566e+12,4.341e+12,119.7,84.7,NA,NA,NA,82.4,81.6,3.4342e+10,2.9196e+10,5.146e+09,NA,NA,1.4173e+10,1.2698e+10,124.58,75.84,1.475e+09,1.25873e+11,1.33275e+11,-7.401e+09,1.3368e+10,1.4281e+10,-533433000
8.8e+09,8.1215e+10,9e+10,2.913e+09,2.3084e+10,2.5997e+10,94.1,99.6,5.007e+10,3.899e+10,1.06e+10,83.39,83.08,-3.473e+10,5.9245e+10,9.8922e+10,98,94.1,9.17e+08,2.7835e+10,2.8752e+10,98.7,93.7,2.0133e+10,1.5505e+10,79.7,79.4,-2.473e+09,2.2546e+10,2.1395e+10,854051000,NA,NA,1.047e+12,3.364e+12,4.411e+12,117.7,83.3,NA,NA,NA,82.8,82,3.2924e+10,3.0135e+10,2.789e+09,NA,NA,1.2894e+10,1.1934e+10,119.1,73.18,959867000,1.24875e+11,1.31245e+11,-6.37e+09,1.3349e+10,1.4112e+10,-394645000
1.25e+10,8.2794e+10,9.5304e+10,2.205e+09,2.6984e+10,2.9189e+10,97.4,100.4,4.886e+10,3.689e+10,1.16e+10,83.29,82.53,-3.391e+10,5.958e+10,9.8271e+10,98.3,94.5,1.564e+09,2.8335e+10,2.9899e+10,97.8,93.3,2.1077e+10,1.6483e+10,78.2,79.5,-2.203e+09,2.2291e+10,2.2096e+10,3.076e+09,NA,NA,8.39474e+11,3.466e+12,4.306e+12,114.9,80.8,NA,NA,NA,81.4,81.9,3.4908e+10,2.9859e+10,5.049e+09,NA,NA,1.3395e+10,1.3032e+10,116.8,71.8,363406000,1.46415e+11,1.51429e+11,-5.014e+09,1.3573e+10,1.4216e+10,-494353000
7e+09,7.3247e+10,8.0211e+10,2.214e+09,2.7199e+10,2.9413e+10,97.3,104,4.961e+10,3.806e+10,1.15e+10,83.29,82.89,-3.639e+10,5.9622e+10,1.00759e+11,98.5,94.8,-3.81e+08,2.2124e+10,2.1743e+10,97.4,93.5,1.9505e+10,1.495e+10,79.2,80,-2.025e+09,2.1975e+10,2.1507e+10,1.242e+09,NA,NA,7.7441e+11,3.433e+12,4.207e+12,115.1,81.4,NA,NA,NA,83.9,83.7,3.4966e+10,3.085e+10,4.116e+09,NA,NA,1.3959e+10,1.2861e+10,118.15,72.7,1.098e+09,1.41221e+11,1.44284e+11,-3.063e+09,1.3517e+10,1.4166e+10,-573546000
7.3e+09,8.1839e+10,8.9155e+10,2.161e+09,2.9774e+10,3.1935e+10,99.5,101.8,5.111e+10,3.795e+10,1.23e+10,83.39,83.26,-3.609e+10,5.9249e+10,1.00425e+11,98.8,95.5,3.8e+07,2.7764e+10,2.7801e+10,97.6,94,1.9832e+10,1.5336e+10,78.2,78.1,-2.01e+09,2.2951e+10,2.1408e+10,253601000,NA,NA,9.2825e+11,3.453e+12,4.381e+12,116.1,82.7,NA,NA,NA,84.1,82.9,3.5017e+10,3.03e+10,4.717e+09,NA,NA,1.3901e+10,1.2992e+10,119.73,74.4,909207000,1.48033e+11,1.51159e+11,-3.125e+09,1.3523e+10,1.4253e+10,-489975000
7.6e+09,9.122e+10,9.8802e+10,4.747e+09,2.5189e+10,2.9936e+10,95.8,108.4,5.027e+10,3.816e+10,1.12e+10,83.29,83.26,-3.509e+10,5.8438e+10,9.7925e+10,98.7,95.5,1.195e+09,2.9867e+10,3.1062e+10,96.9,94.4,2.041e+10,1.5142e+10,78.1,78.2,-2.927e+09,2.2811e+10,2.2205e+10,1.521e+09,NA,NA,8.54442e+11,3.581e+12,4.435e+12,118,85.1,NA,NA,NA,86.1,86.9,3.5934e+10,3.0551e+10,5.383e+09,NA,NA,1.5085e+10,1.3817e+10,122.06,76.12,1.268e+09,1.5053e+11,1.53367e+11,-2.837e+09,1.3396e+10,1.3936e+10,-820425000
7e+09,8.5393e+10,9.2391e+10,2.495e+09,2.871e+10,3.1205e+10,99.6,106,5.218e+10,3.885e+10,1.3e+10,83.2,82.34,-3.952e+10,5.9307e+10,1.03108e+11,98.8,94.6,-2.71e+08,2.8027e+10,2.7756e+10,97,93.7,2.02e+10,1.4372e+10,77.7,77.6,-3.598e+09,2.2355e+10,2.1716e+10,436433000,NA,NA,7.13153e+11,3.793e+12,4.506e+12,116.6,84.3,NA,NA,NA,85.1,87.4,3.4855e+10,3.0315e+10,4.541e+09,NA,NA,1.5197e+10,1.3993e+10,118.79,72.9,1.203e+09,1.41031e+11,1.4218e+11,-1.148e+09,1.3464e+10,1.3955e+10,-1.168e+09
4.9e+09,7.9333e+10,8.4191e+10,3.162e+09,2.8728e+10,3.189e+10,96.8,105.9,5.033e+10,3.928e+10,1.07e+10,83.2,82.89,-4.361e+10,5.7211e+10,1.04501e+11,98.6,95.2,9.38e+08,2.5924e+10,2.6863e+10,96.5,93.9,1.9187e+10,1.4699e+10,77.7,78.3,-2.241e+09,2.2839e+10,2.29e+10,-1.028e+09,NA,NA,7.75404e+11,3.743e+12,4.519e+12,116.9,83.6,NA,NA,NA,87.4,86.9,3.4329e+10,3.0512e+10,3.816e+09,NA,NA,1.5026e+10,1.4452e+10,119.62,74.49,574343000,1.35324e+11,1.42592e+11,-7.268e+09,1.3503e+10,1.3947e+10,-1.146e+09
-2.5e+09,8.5527e+10,8.3048e+10,-1.258e+09,3.1012e+10,2.9754e+10,101.1,109.6,4.897e+10,4.035e+10,8.8e+09,83.39,83.17,-4.116e+10,5.8689e+10,1.0337e+11,98.9,96.9,-1.091e+09,2.7772e+10,2.6681e+10,97.5,94.6,2.0455e+10,1.6495e+10,78,79.4,-1.606e+09,2.2562e+10,2.2613e+10,-1.8e+09,NA,NA,6.0025e+11,3.732e+12,4.332e+12,115.5,83.5,NA,NA,NA,80.8,82.7,3.5181e+10,3.037e+10,4.811e+09,NA,NA,1.432e+10,1.4495e+10,118.98,75.16,-175036000,1.35028e+11,1.33225e+11,1.803e+09,1.4131e+10,1.4064e+10,-8622000
