"NA.","V2"
"pre-selection",3
"nb variables",60
"ar",1.1880552484484
"pred_ols",0.955588303164447
"pred_ms",1.06943343679568
"pred_qr",1.09524485027722
"pred_rf",0.979923225194744
"pred_xgbt",0.958963985267427
"pred_mrf",0.817114379959028
"pred_xgbl",0.82021313660436
"pred_mean",0.857217507052104
