"","total","crisis","normal"
"ar",0.224188368921025,0.346799465073916,0.192432568888502
"pred_lstm_custom",1.1301474997829,1.44848872865664,1.05929470196276
"pred_mean",1.1301474997829,1.44848872865664,1.05929470196276
